respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text
R00955,household,1,January 2024,NY,>100k,,"We were told staffing shortages limit the program to part-week care. Employment keeps getting disrupted when I have to leave early for pickups. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00956,household,3,March 2024,CA,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent.
R00957,household,2,February 2024,TX,60-100k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. No slots open when my shifts change, so reliable childcare access feels impossible."
R00958,provider,3,March 2024,MI,,family_home,"Staff juggle multiple jobs, and every disruption ripples through coverage. Scheduling constraints force us to close early when multiple people call out."
R00959,household,2,February 2024,NY,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent. My hours were cut after too many schedule changes driven by childcare gaps. We cannot afford reliable care when costs rise faster than wages.
R00960,household,3,March 2024,IL,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R00961,provider,1,January 2024,PA,,informal,"I see children coming in hungry, and our program scrambles to cover snacks."
R00962,household,2,February 2024,MA,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. I water down meals for the kids when food runs low after rent and child care. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00963,household,2,February 2024,NJ,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R00964,household,3,March 2024,TX,<30k,,"We stretch groceries and sometimes skip meals so tuition can stay current. No slots open when my shifts change, so reliable childcare access feels impossible."
R00965,household,1,January 2024,CA,>100k,,"I miss work every time care falls through, and my employer is losing patience. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R00966,provider,1,January 2024,NJ,,after_school,"We are short staffed and cannot hire assistants even after months of recruiting. Coordinating staggered shifts with limited staff feels impossible. I am overwhelmed balancing paperwork, families, and the classroom without relief."
R00967,household,2,February 2024,MA,30-60k,,"I miss work every time care falls through, and my employer is losing patience. Food insecurity is creeping back—we rely on the pantry between paychecks. Finding after-school care is a battle every semester, and options keep shrinking."
R00968,provider,3,March 2024,MI,,informal,Keeping care affordable while paying staff fairly is nearly impossible.
R00969,household,1,January 2024,CO,60-100k,,My hours were cut after too many schedule changes driven by childcare gaps. We stretch groceries and sometimes skip meals so tuition can stay current.
R00970,household,1,January 2024,MA,60-100k,,I water down meals for the kids when food runs low after rent and child care. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00971,household,1,January 2024,CO,60-100k,,"We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience. No slots open when my shifts change, so reliable childcare access feels impossible."
R00972,provider,1,January 2024,WA,,after_school,"No substitutes are available, so I cover multiple classrooms daily."
R00973,household,2,February 2024,PA,<30k,,"I feel burned out every week trying to cover shifts and still be a present parent. Food insecurity is creeping back—we rely on the pantry between paychecks. Childcare remains unaffordable, forcing us to take turns missing work."
R00974,provider,1,January 2024,MI,,center,"Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R00975,household,1,January 2024,PA,60-100k,,My hours were cut after too many schedule changes driven by childcare gaps.
R00976,household,1,January 2024,NY,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. We cannot afford reliable care when costs rise faster than wages. No slots open when my shifts change, so reliable childcare access feels impossible."
R00977,provider,3,March 2024,OH,,after_school,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R00978,household,2,February 2024,CA,30-60k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Childcare remains unaffordable, forcing us to take turns missing work. I water down meals for the kids when food runs low after rent and child care."
R00979,provider,1,January 2024,AL,,after_school,"No substitutes are available, so I cover multiple classrooms daily. Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R00980,household,1,January 2024,MI,<30k,,"Finding after-school care is a battle every semester, and options keep shrinking. Employment keeps getting disrupted when I have to leave early for pickups."
R00981,provider,2,February 2024,NC,,center,Coordinating staggered shifts with limited staff feels impossible. I am juggling second jobs because enrollment swings disrupt my own employment stability.
R00982,household,2,February 2024,NJ,30-60k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. No slots open when my shifts change, so reliable childcare access feels impossible. Childcare remains unaffordable, forcing us to take turns missing work."
R00983,household,1,January 2024,CO,30-60k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00984,household,1,January 2024,AZ,30-60k,,We stretch groceries and sometimes skip meals so tuition can stay current.
R00985,provider,1,January 2024,CT,,informal,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R00986,provider,2,February 2024,FL,,center,Keeping care affordable while paying staff fairly is nearly impossible. I am juggling second jobs because enrollment swings disrupt my own employment stability.
R00987,household,3,March 2024,NJ,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. My split shift schedule never aligns with the center's hours, so coverage falls apart. I feel burned out every week trying to cover shifts and still be a present parent."
R00988,provider,2,February 2024,FL,,family_home,Managing constant schedule changes with too few people is crushing my mental health. Food budgets for the program are maxed out while families ask for extra meals. Keeping care affordable while paying staff fairly is nearly impossible.
R00989,household,2,February 2024,MA,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Finding after-school care is a battle every semester, and options keep shrinking. Short staffing means inconsistent caregivers and unpredictable schedules for us."
R00990,provider,1,January 2024,PA,,informal,"Managing constant schedule changes with too few people is crushing my mental health. Our center closed classrooms temporarily, so neighborhood access evaporated."
R00991,household,2,February 2024,AZ,30-60k,,We cannot afford reliable care when costs rise faster than wages. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R00992,provider,2,February 2024,NY,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage. Staff and I are emotionally drained; burnout is spreading across the team. Food budgets for the program are maxed out while families ask for extra meals."
R00993,provider,1,January 2024,MA,,after_school,"Families want more slots than we can offer; access breaks down when staff call out. No substitutes are available, so I cover multiple classrooms daily. Keeping care affordable while paying staff fairly is nearly impossible."
R00994,provider,1,January 2024,PA,,center,Affordability pressures mean delays in payments and tighter margins for the program. Coordinating staggered shifts with limited staff feels impossible. Staff and I are emotionally drained; burnout is spreading across the team.
R00995,household,2,February 2024,CT,>100k,,"Finding after-school care is a battle every semester, and options keep shrinking."
R00996,provider,1,January 2024,CT,,center,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. I field calls daily from parents desperate for openings we just do not have. Keeping care affordable while paying staff fairly is nearly impossible."
R00997,household,3,March 2024,IL,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We cannot afford reliable care when costs rise faster than wages.
R00998,household,2,February 2024,CA,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current. My hours were cut after too many schedule changes driven by childcare gaps.
R00999,household,1,January 2024,NJ,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01000,household,2,February 2024,TX,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. We were told staffing shortages limit the program to part-week care."
R01001,household,1,January 2024,NC,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01002,household,1,January 2024,CO,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work."
R01003,household,2,February 2024,TX,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01004,household,1,January 2024,MI,<30k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Employment keeps getting disrupted when I have to leave early for pickups."
R01005,provider,2,February 2024,NJ,,center,Managing constant schedule changes with too few people is crushing my mental health.
R01006,household,1,January 2024,WA,30-60k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R01007,household,2,February 2024,MI,<30k,,We were told staffing shortages limit the program to part-week care. Food insecurity is creeping back—we rely on the pantry between paychecks.
R01008,provider,1,January 2024,WA,,center,I field calls daily from parents desperate for openings we just do not have.
R01009,household,2,February 2024,MA,30-60k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01010,household,3,March 2024,NJ,>100k,,Tuition and fees are too expensive; every increase means cutting groceries.
R01011,household,2,February 2024,GA,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking."
R01012,household,1,January 2024,MA,<30k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R01013,household,1,January 2024,CT,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours."
R01014,household,1,January 2024,PA,>100k,,"I miss work every time care falls through, and my employer is losing patience."
R01015,household,1,January 2024,IL,<30k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Weekend work is non-negotiable, but there is no evening care anywhere nearby. Employment keeps getting disrupted when I have to leave early for pickups."
R01016,provider,2,February 2024,NY,,after_school,"Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01017,provider,1,January 2024,NY,,center,"No substitutes are available, so I cover multiple classrooms daily. Our center closed classrooms temporarily, so neighborhood access evaporated. I see children coming in hungry, and our program scrambles to cover snacks."
R01018,household,1,January 2024,FL,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Childcare remains unaffordable, forcing us to take turns missing work."
R01019,provider,2,February 2024,NC,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Assistants quit when schedules change, so my employment feels precarious too. Managing constant schedule changes with too few people is crushing my mental health."
R01020,household,2,February 2024,OH,>100k,,We cannot afford reliable care when costs rise faster than wages. Employment keeps getting disrupted when I have to leave early for pickups.
R01021,household,2,February 2024,AL,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking."
R01022,provider,3,March 2024,CO,,informal,We are short staffed and cannot hire assistants even after months of recruiting.
R01023,household,1,January 2024,OH,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current. I feel burned out every week trying to cover shifts and still be a present parent.
R01024,household,2,February 2024,AZ,60-100k,,We cannot afford reliable care when costs rise faster than wages. I water down meals for the kids when food runs low after rent and child care.
R01025,household,3,March 2024,IL,30-60k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Finding after-school care is a battle every semester, and options keep shrinking."
R01026,household,3,March 2024,AZ,<30k,,I water down meals for the kids when food runs low after rent and child care.
R01027,household,2,February 2024,NY,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Tuition and fees are too expensive; every increase means cutting groceries."
R01028,household,2,February 2024,NJ,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We have been on a childcare waitlist for months after our center closed.
R01029,household,1,January 2024,CA,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping."
R01030,household,2,February 2024,IL,>100k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. No slots open when my shifts change, so reliable childcare access feels impossible. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01031,household,1,January 2024,PA,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. No slots open when my shifts change, so reliable childcare access feels impossible. Tuition and fees are too expensive; every increase means cutting groceries."
R01032,provider,1,January 2024,CA,,center,Coordinating staggered shifts with limited staff feels impossible.
R01033,household,3,March 2024,CT,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. We stretch groceries and sometimes skip meals so tuition can stay current."
R01034,provider,2,February 2024,MI,,family_home,"I am juggling second jobs because enrollment swings disrupt my own employment stability. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. I am overwhelmed balancing paperwork, families, and the classroom without relief."
R01035,household,2,February 2024,AL,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. No slots open when my shifts change, so reliable childcare access feels impossible."
R01036,household,1,January 2024,OH,<30k,,"Tuition and fees are too expensive; every increase means cutting groceries. I miss work every time care falls through, and my employer is losing patience."
R01037,provider,1,January 2024,NJ,,family_home,Food budgets for the program are maxed out while families ask for extra meals.
R01038,household,2,February 2024,OH,30-60k,,"We stretch groceries and sometimes skip meals so tuition can stay current. No slots open when my shifts change, so reliable childcare access feels impossible. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01039,provider,2,February 2024,CT,,after_school,"Keeping care affordable while paying staff fairly is nearly impossible. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01040,provider,3,March 2024,NC,,informal,I field calls daily from parents desperate for openings we just do not have.
R01041,household,3,March 2024,CT,>100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. Our center says classrooms merge because of staff shortages, leaving fewer hours. We cannot afford reliable care when costs rise faster than wages."
R01042,household,3,March 2024,AZ,60-100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We have been on a childcare waitlist for months after our center closed. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01043,provider,3,March 2024,CA,,family_home,Operating costs skyrocket but families cannot absorb more tuition.
R01044,provider,2,February 2024,PA,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01045,household,3,March 2024,NC,<30k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01046,household,2,February 2024,IL,>100k,,We cannot afford reliable care when costs rise faster than wages. I water down meals for the kids when food runs low after rent and child care.
R01047,household,3,March 2024,CT,30-60k,,"Finding after-school care is a battle every semester, and options keep shrinking. Food insecurity is creeping back—we rely on the pantry between paychecks."
R01048,provider,3,March 2024,AZ,,family_home,I field calls daily from parents desperate for openings we just do not have. Coordinating staggered shifts with limited staff feels impossible. Food budgets for the program are maxed out while families ask for extra meals.
R01049,household,3,March 2024,NJ,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. I feel burned out every week trying to cover shifts and still be a present parent.
R01050,household,3,March 2024,MA,30-60k,,We were told staffing shortages limit the program to part-week care. I feel burned out every week trying to cover shifts and still be a present parent.
R01051,household,1,January 2024,NC,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R01052,household,1,January 2024,CO,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps.
R01053,household,3,March 2024,FL,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Employment keeps getting disrupted when I have to leave early for pickups.
R01054,household,3,March 2024,IL,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R01055,provider,2,February 2024,NC,,after_school,Operating costs skyrocket but families cannot absorb more tuition.
R01056,household,3,March 2024,WA,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Tuition and fees are too expensive; every increase means cutting groceries."
R01057,household,2,February 2024,NC,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries. My hours were cut after too many schedule changes driven by childcare gaps.
R01058,provider,3,March 2024,CA,,center,Staff and I are emotionally drained; burnout is spreading across the team.
R01059,household,2,February 2024,CA,>100k,,Tuition and fees are too expensive; every increase means cutting groceries. I feel burned out every week trying to cover shifts and still be a present parent. We stretch groceries and sometimes skip meals so tuition can stay current.
R01060,provider,2,February 2024,IL,,after_school,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Affordability pressures mean delays in payments and tighter margins for the program."
R01061,household,1,January 2024,PA,60-100k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R01062,provider,2,February 2024,IL,,center,"Managing constant schedule changes with too few people is crushing my mental health. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Assistants quit when schedules change, so my employment feels precarious too."
R01063,household,3,March 2024,GA,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent.
R01064,household,3,March 2024,NC,30-60k,,We were told staffing shortages limit the program to part-week care. We have been on a childcare waitlist for months after our center closed.
R01065,household,2,February 2024,NJ,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. My split shift schedule never aligns with the center's hours, so coverage falls apart. Employment keeps getting disrupted when I have to leave early for pickups."
R01066,household,1,January 2024,NJ,60-100k,,We have been on a childcare waitlist for months after our center closed.
R01067,household,1,January 2024,IL,60-100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01068,household,1,January 2024,NY,30-60k,,Employment keeps getting disrupted when I have to leave early for pickups.
R01069,provider,1,January 2024,FL,,center,"Operating costs skyrocket but families cannot absorb more tuition. I am overwhelmed balancing paperwork, families, and the classroom without relief. I field calls daily from parents desperate for openings we just do not have."
R01070,provider,3,March 2024,PA,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage."
R01071,household,3,March 2024,MI,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01072,household,2,February 2024,CT,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01073,provider,3,March 2024,TX,,family_home,Operating costs skyrocket but families cannot absorb more tuition.
R01074,provider,2,February 2024,CT,,family_home,"No substitutes are available, so I cover multiple classrooms daily."
R01075,provider,1,January 2024,AZ,,center,"I see children coming in hungry, and our program scrambles to cover snacks."
R01076,household,1,January 2024,MI,>100k,,We have been on a childcare waitlist for months after our center closed.
R01077,provider,2,February 2024,TX,,center,"I see children coming in hungry, and our program scrambles to cover snacks. Open positions stay vacant, forcing us to cap enrollment and reduce hours. Assistants quit when schedules change, so my employment feels precarious too."
R01078,provider,1,January 2024,CA,,center,We are short staffed and cannot hire assistants even after months of recruiting.
R01079,household,1,January 2024,NC,60-100k,,I water down meals for the kids when food runs low after rent and child care. We have been on a childcare waitlist for months after our center closed. We cannot afford reliable care when costs rise faster than wages.
R01080,household,3,March 2024,CO,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01081,household,1,January 2024,AL,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. We stretch groceries and sometimes skip meals so tuition can stay current.
R01082,household,3,March 2024,MA,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping."
R01083,provider,2,February 2024,CT,,center,"Staff and I are emotionally drained; burnout is spreading across the team. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
R01084,household,1,January 2024,MI,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. I water down meals for the kids when food runs low after rent and child care. We were told staffing shortages limit the program to part-week care."
R01085,household,1,January 2024,CA,>100k,,Employment keeps getting disrupted when I have to leave early for pickups. Food insecurity is creeping back—we rely on the pantry between paychecks.
R01086,household,1,January 2024,MA,<30k,,We cannot afford reliable care when costs rise faster than wages. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01087,household,3,March 2024,NY,60-100k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I miss work every time care falls through, and my employer is losing patience."
R01088,household,2,February 2024,CT,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps. I water down meals for the kids when food runs low after rent and child care.
R01089,provider,3,March 2024,AL,,informal,"Operating costs skyrocket but families cannot absorb more tuition. Assistants quit when schedules change, so my employment feels precarious too. Coordinating staggered shifts with limited staff feels impossible."
R01090,household,2,February 2024,AL,>100k,,I water down meals for the kids when food runs low after rent and child care. Employment keeps getting disrupted when I have to leave early for pickups. We cannot afford reliable care when costs rise faster than wages.
R01091,provider,2,February 2024,WA,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Affordability pressures mean delays in payments and tighter margins for the program."
R01092,household,3,March 2024,AZ,30-60k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Our center says classrooms merge because of staff shortages, leaving fewer hours."
R01093,provider,1,January 2024,CO,,center,Managing constant schedule changes with too few people is crushing my mental health.
R01094,household,3,March 2024,IL,<30k,,"We stretch groceries and sometimes skip meals so tuition can stay current. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01095,provider,2,February 2024,TX,,center,"Staff juggle multiple jobs, and every disruption ripples through coverage."
R01096,household,1,January 2024,AL,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Food insecurity is creeping back—we rely on the pantry between paychecks."
R01097,household,2,February 2024,CO,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Employment keeps getting disrupted when I have to leave early for pickups."
R01098,household,1,January 2024,OH,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01099,household,2,February 2024,AL,60-100k,,We were told staffing shortages limit the program to part-week care. Food insecurity is creeping back—we rely on the pantry between paychecks.
R01100,household,1,January 2024,AZ,<30k,,"My hours were cut after too many schedule changes driven by childcare gaps. I water down meals for the kids when food runs low after rent and child care. No slots open when my shifts change, so reliable childcare access feels impossible."
R01101,household,3,March 2024,CT,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. My hours were cut after too many schedule changes driven by childcare gaps."
R01102,household,3,March 2024,IL,>100k,,We have been on a childcare waitlist for months after our center closed.
R01103,provider,3,March 2024,CT,,informal,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Keeping care affordable while paying staff fairly is nearly impossible. I am juggling second jobs because enrollment swings disrupt my own employment stability."
R01104,household,2,February 2024,NC,30-60k,,"I miss work every time care falls through, and my employer is losing patience. We cannot afford reliable care when costs rise faster than wages."
R01105,provider,2,February 2024,NJ,,family_home,"Assistants quit when schedules change, so my employment feels precarious too."
R01106,provider,2,February 2024,NC,,informal,Families want more slots than we can offer; access breaks down when staff call out. Food budgets for the program are maxed out while families ask for extra meals.
R01107,provider,2,February 2024,MI,,family_home,We are short staffed and cannot hire assistants even after months of recruiting. I field calls daily from parents desperate for openings we just do not have.
R01108,provider,2,February 2024,IL,,center,"I see children coming in hungry, and our program scrambles to cover snacks. Managing constant schedule changes with too few people is crushing my mental health. I field calls daily from parents desperate for openings we just do not have."
R01109,household,1,January 2024,MA,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Food insecurity is creeping back—we rely on the pantry between paychecks. No slots open when my shifts change, so reliable childcare access feels impossible."
R01110,household,2,February 2024,CA,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Short staffing means inconsistent caregivers and unpredictable schedules for us."
R01111,household,2,February 2024,PA,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages.
R01112,household,1,January 2024,GA,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R01113,household,2,February 2024,FL,30-60k,,I water down meals for the kids when food runs low after rent and child care.
R01114,household,2,February 2024,OH,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. Employment keeps getting disrupted when I have to leave early for pickups. We stretch groceries and sometimes skip meals so tuition can stay current.
R01115,household,1,January 2024,CO,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I water down meals for the kids when food runs low after rent and child care. Tuition and fees are too expensive; every increase means cutting groceries.
R01116,household,2,February 2024,AZ,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work."
R01117,provider,2,February 2024,CO,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief."
R01118,provider,2,February 2024,IL,,center,"I am juggling second jobs because enrollment swings disrupt my own employment stability. Our center closed classrooms temporarily, so neighborhood access evaporated."
R01119,household,3,March 2024,AL,30-60k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01120,household,1,January 2024,PA,30-60k,,We stretch groceries and sometimes skip meals so tuition can stay current. My hours were cut after too many schedule changes driven by childcare gaps.
R01121,household,3,March 2024,IL,>100k,,We cannot afford reliable care when costs rise faster than wages.
R01122,household,2,February 2024,AL,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.
R01123,household,2,February 2024,CT,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent.
R01124,household,2,February 2024,NY,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.
R01125,household,2,February 2024,AZ,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. I water down meals for the kids when food runs low after rent and child care. Tuition and fees are too expensive; every increase means cutting groceries."
R01126,household,3,March 2024,CA,30-60k,,"I miss work every time care falls through, and my employer is losing patience."
R01127,household,2,February 2024,AL,60-100k,,"We cannot afford reliable care when costs rise faster than wages. We were told staffing shortages limit the program to part-week care. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01128,household,2,February 2024,CT,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01129,household,2,February 2024,OH,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I feel burned out every week trying to cover shifts and still be a present parent.
R01130,provider,2,February 2024,FL,,center,"Coordinating staggered shifts with limited staff feels impossible. Staff juggle multiple jobs, and every disruption ripples through coverage."
R01131,provider,1,January 2024,NY,,informal,"Assistants quit when schedules change, so my employment feels precarious too. Operating costs skyrocket but families cannot absorb more tuition."
R01132,provider,1,January 2024,CT,,center,"Managing constant schedule changes with too few people is crushing my mental health. I see children coming in hungry, and our program scrambles to cover snacks."
R01133,provider,3,March 2024,NY,,after_school,"Coordinating staggered shifts with limited staff feels impossible. I am overwhelmed balancing paperwork, families, and the classroom without relief. I am juggling second jobs because enrollment swings disrupt my own employment stability."
R01134,household,1,January 2024,IL,<30k,,"We were told staffing shortages limit the program to part-week care. No slots open when my shifts change, so reliable childcare access feels impossible."
R01135,provider,2,February 2024,GA,,center,I field calls daily from parents desperate for openings we just do not have.
R01136,household,1,January 2024,NC,<30k,,We have been on a childcare waitlist for months after our center closed.
R01137,provider,2,February 2024,AZ,,center,Families want more slots than we can offer; access breaks down when staff call out. Affordability pressures mean delays in payments and tighter margins for the program.
R01138,household,2,February 2024,NJ,30-60k,,"I miss work every time care falls through, and my employer is losing patience. No slots open when my shifts change, so reliable childcare access feels impossible."
R01139,household,1,January 2024,CO,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Our center says classrooms merge because of staff shortages, leaving fewer hours. Finding after-school care is a battle every semester, and options keep shrinking."
R01140,provider,1,January 2024,MA,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage. Scheduling constraints force us to close early when multiple people call out."
R01141,household,2,February 2024,OH,60-100k,,"I miss work every time care falls through, and my employer is losing patience. I water down meals for the kids when food runs low after rent and child care."
R01142,household,1,January 2024,CO,<30k,,We were told staffing shortages limit the program to part-week care.
R01143,household,3,March 2024,NC,>100k,,"Finding after-school care is a battle every semester, and options keep shrinking. We were told staffing shortages limit the program to part-week care."
R01144,household,1,January 2024,MA,60-100k,,We were told staffing shortages limit the program to part-week care.
R01145,provider,3,March 2024,NJ,,informal,"I see children coming in hungry, and our program scrambles to cover snacks. Assistants quit when schedules change, so my employment feels precarious too."
R01146,provider,3,March 2024,OH,,center,"Coordinating staggered shifts with limited staff feels impossible. Affordability pressures mean delays in payments and tighter margins for the program. I am overwhelmed balancing paperwork, families, and the classroom without relief."
R01147,provider,2,February 2024,IL,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Families want more slots than we can offer; access breaks down when staff call out."
R01148,provider,1,January 2024,FL,,after_school,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. I field calls daily from parents desperate for openings we just do not have. Open positions stay vacant, forcing us to cap enrollment and reduce hours."
