respondent_id,frame,wave,survey_month,state,open_response_text,cleaned_text,theme
R00905,household,2,February 2024,AL,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Short staffing means inconsistent caregivers and unpredictable schedules for us. Childcare remains unaffordable, forcing us to take turns missing work.",weekend work non negotiable but there no evening care anywhere nearby short staffing means inconsistent caregivers unpredictable schedules us childcare remains unaffordable forcing us take turns missing work,SCHEDULING_CONSTRAINTS
R00906,household,3,March 2024,NJ,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I water down meals for the kids when food runs low after rent and child care. We have been on a childcare waitlist for months after our center closed.,coordinating schedules my partner provider weekly puzzle rarely solve i water down meals kids when food runs low after rent child care have been childcare waitlist months after our center closed,CHILDCARE_ACCESS
R00906,household,3,March 2024,NJ,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I water down meals for the kids when food runs low after rent and child care. We have been on a childcare waitlist for months after our center closed.,coordinating schedules my partner provider weekly puzzle rarely solve i water down meals kids when food runs low after rent child care have been childcare waitlist months after our center closed,SCHEDULING_CONSTRAINTS
R00907,household,1,January 2024,MI,My hours were cut after too many schedule changes driven by childcare gaps.,my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
R00908,household,2,February 2024,NC,"I feel burned out every week trying to cover shifts and still be a present parent. No slots open when my shifts change, so reliable childcare access feels impossible.",i feel burned out every week trying cover shifts still present parent no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS
R00908,household,2,February 2024,NC,"I feel burned out every week trying to cover shifts and still be a present parent. No slots open when my shifts change, so reliable childcare access feels impossible.",i feel burned out every week trying cover shifts still present parent no slots open when my shifts change so reliable childcare access feels impossible,EMPLOYMENT_DISRUPTION
R00908,household,2,February 2024,NC,"I feel burned out every week trying to cover shifts and still be a present parent. No slots open when my shifts change, so reliable childcare access feels impossible.",i feel burned out every week trying cover shifts still present parent no slots open when my shifts change so reliable childcare access feels impossible,STRESS_BURNOUT
R00909,provider,1,January 2024,NC,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Operating costs skyrocket but families cannot absorb more tuition.",i am overwhelmed balancing paperwork families classroom without relief operating costs skyrocket but families cannot absorb more tuition,AFFORDABILITY
R00909,provider,1,January 2024,NC,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Operating costs skyrocket but families cannot absorb more tuition.",i am overwhelmed balancing paperwork families classroom without relief operating costs skyrocket but families cannot absorb more tuition,STRESS_BURNOUT
R00910,household,1,January 2024,WA,We cannot afford reliable care when costs rise faster than wages. Food insecurity is creeping back—we rely on the pantry between paychecks.,cannot afford reliable care when costs rise faster than wages food insecurity creeping back rely pantry between paychecks,AFFORDABILITY
R00910,household,1,January 2024,WA,We cannot afford reliable care when costs rise faster than wages. Food insecurity is creeping back—we rely on the pantry between paychecks.,cannot afford reliable care when costs rise faster than wages food insecurity creeping back rely pantry between paychecks,FOOD_INSECURITY
R00911,household,1,January 2024,CT,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Employment keeps getting disrupted when I have to leave early for pickups.",my partner i exhausted constantly anxious about childcare collapsing last minute employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION
R00911,household,1,January 2024,CT,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Employment keeps getting disrupted when I have to leave early for pickups.",my partner i exhausted constantly anxious about childcare collapsing last minute employment keeps getting disrupted when i have leave early pickups,STRESS_BURNOUT
R00912,household,1,January 2024,CO,"Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care.",employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible were told staffing shortages limit program part week care,CHILDCARE_ACCESS
R00912,household,1,January 2024,CO,"Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care.",employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible were told staffing shortages limit program part week care,EMPLOYMENT_DISRUPTION
R00913,provider,2,February 2024,GA,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Keeping care affordable while paying staff fairly is nearly impossible.",families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY
R00913,provider,2,February 2024,GA,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Keeping care affordable while paying staff fairly is nearly impossible.",families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff keeping care affordable while paying staff fairly nearly impossible,FOOD_INSECURITY
R00913,provider,2,February 2024,GA,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Keeping care affordable while paying staff fairly is nearly impossible.",families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff keeping care affordable while paying staff fairly nearly impossible,SCHEDULING_CONSTRAINTS
R00914,household,1,January 2024,NC,We cannot afford reliable care when costs rise faster than wages.,cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R00915,provider,1,January 2024,NY,Staff and I are emotionally drained; burnout is spreading across the team. Keeping care affordable while paying staff fairly is nearly impossible.,staff i emotionally drained burnout spreading across team keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY
R00917,household,2,February 2024,FL,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00917,household,2,February 2024,FL,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00918,household,3,March 2024,NC,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,coordinating schedules my partner provider weekly puzzle rarely solve,SCHEDULING_CONSTRAINTS
R00919,household,2,February 2024,NJ,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",childcare remains unaffordable forcing us take turns missing work my split shift schedule never aligns center s hours so coverage falls apart my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY
R00919,household,2,February 2024,NJ,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",childcare remains unaffordable forcing us take turns missing work my split shift schedule never aligns center s hours so coverage falls apart my partner i exhausted constantly anxious about childcare collapsing last minute,EMPLOYMENT_DISRUPTION
R00919,household,2,February 2024,NJ,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",childcare remains unaffordable forcing us take turns missing work my split shift schedule never aligns center s hours so coverage falls apart my partner i exhausted constantly anxious about childcare collapsing last minute,SCHEDULING_CONSTRAINTS
R00919,household,2,February 2024,NJ,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",childcare remains unaffordable forcing us take turns missing work my split shift schedule never aligns center s hours so coverage falls apart my partner i exhausted constantly anxious about childcare collapsing last minute,STRESS_BURNOUT
R00920,provider,2,February 2024,PA,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,STRESS_BURNOUT
R00921,provider,1,January 2024,PA,Affordability pressures mean delays in payments and tighter margins for the program. I am juggling second jobs because enrollment swings disrupt my own employment stability.,affordability pressures mean delays payments tighter margins program i am juggling second jobs because enrollment swings disrupt my own employment stability,AFFORDABILITY
R00921,provider,1,January 2024,PA,Affordability pressures mean delays in payments and tighter margins for the program. I am juggling second jobs because enrollment swings disrupt my own employment stability.,affordability pressures mean delays payments tighter margins program i am juggling second jobs because enrollment swings disrupt my own employment stability,EMPLOYMENT_DISRUPTION
R00922,provider,3,March 2024,NY,Operating costs skyrocket but families cannot absorb more tuition.,operating costs skyrocket but families cannot absorb more tuition,AFFORDABILITY
R00923,household,1,January 2024,TX,Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages.,short staffing means inconsistent caregivers unpredictable schedules us cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R00923,household,1,January 2024,TX,Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages.,short staffing means inconsistent caregivers unpredictable schedules us cannot afford reliable care when costs rise faster than wages,SCHEDULING_CONSTRAINTS
R00924,household,1,January 2024,CT,"No slots open when my shifts change, so reliable childcare access feels impossible. I feel burned out every week trying to cover shifts and still be a present parent.",no slots open when my shifts change so reliable childcare access feels impossible i feel burned out every week trying cover shifts still present parent,CHILDCARE_ACCESS
R00924,household,1,January 2024,CT,"No slots open when my shifts change, so reliable childcare access feels impossible. I feel burned out every week trying to cover shifts and still be a present parent.",no slots open when my shifts change so reliable childcare access feels impossible i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION
R00924,household,1,January 2024,CT,"No slots open when my shifts change, so reliable childcare access feels impossible. I feel burned out every week trying to cover shifts and still be a present parent.",no slots open when my shifts change so reliable childcare access feels impossible i feel burned out every week trying cover shifts still present parent,STRESS_BURNOUT
R00925,household,2,February 2024,GA,"Childcare remains unaffordable, forcing us to take turns missing work.",childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY
R00926,household,2,February 2024,MI,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Childcare remains unaffordable, forcing us to take turns missing work.",my split shift schedule never aligns center s hours so coverage falls apart childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY
R00926,household,2,February 2024,MI,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Childcare remains unaffordable, forcing us to take turns missing work.",my split shift schedule never aligns center s hours so coverage falls apart childcare remains unaffordable forcing us take turns missing work,EMPLOYMENT_DISRUPTION
R00926,household,2,February 2024,MI,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Childcare remains unaffordable, forcing us to take turns missing work.",my split shift schedule never aligns center s hours so coverage falls apart childcare remains unaffordable forcing us take turns missing work,SCHEDULING_CONSTRAINTS
R00927,household,2,February 2024,NY,"We have been on a childcare waitlist for months after our center closed. We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience.",have been childcare waitlist months after our center closed cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience,AFFORDABILITY
R00927,household,2,February 2024,NY,"We have been on a childcare waitlist for months after our center closed. We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience.",have been childcare waitlist months after our center closed cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience,CHILDCARE_ACCESS
R00927,household,2,February 2024,NY,"We have been on a childcare waitlist for months after our center closed. We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience.",have been childcare waitlist months after our center closed cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience,EMPLOYMENT_DISRUPTION
R00928,household,3,March 2024,WA,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00928,household,3,March 2024,WA,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00929,household,1,January 2024,NC,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours. No slots open when my shifts change, so reliable childcare access feels impossible.",tuition fees too expensive every increase means cutting groceries our center says classrooms merge because staff shortages leaving fewer hours no slots open when my shifts change so reliable childcare access feels impossible,AFFORDABILITY
R00929,household,1,January 2024,NC,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours. No slots open when my shifts change, so reliable childcare access feels impossible.",tuition fees too expensive every increase means cutting groceries our center says classrooms merge because staff shortages leaving fewer hours no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS
R00929,household,1,January 2024,NC,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours. No slots open when my shifts change, so reliable childcare access feels impossible.",tuition fees too expensive every increase means cutting groceries our center says classrooms merge because staff shortages leaving fewer hours no slots open when my shifts change so reliable childcare access feels impossible,EMPLOYMENT_DISRUPTION
R00929,household,1,January 2024,NC,"Tuition and fees are too expensive; every increase means cutting groceries. Our center says classrooms merge because of staff shortages, leaving fewer hours. No slots open when my shifts change, so reliable childcare access feels impossible.",tuition fees too expensive every increase means cutting groceries our center says classrooms merge because staff shortages leaving fewer hours no slots open when my shifts change so reliable childcare access feels impossible,FOOD_INSECURITY
R00930,household,1,January 2024,NY,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY
R00930,household,1,January 2024,NY,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,FOOD_INSECURITY
R00931,household,2,February 2024,NJ,My hours were cut after too many schedule changes driven by childcare gaps.,my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
R00932,household,1,January 2024,CA,Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.,short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,AFFORDABILITY
R00932,household,1,January 2024,CA,Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.,short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,FOOD_INSECURITY
R00932,household,1,January 2024,CA,Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.,short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,SCHEDULING_CONSTRAINTS
R00933,household,2,February 2024,OH,Tuition and fees are too expensive; every increase means cutting groceries. We were told staffing shortages limit the program to part-week care.,tuition fees too expensive every increase means cutting groceries were told staffing shortages limit program part week care,AFFORDABILITY
R00933,household,2,February 2024,OH,Tuition and fees are too expensive; every increase means cutting groceries. We were told staffing shortages limit the program to part-week care.,tuition fees too expensive every increase means cutting groceries were told staffing shortages limit program part week care,FOOD_INSECURITY
R00934,household,3,March 2024,NY,We have been on a childcare waitlist for months after our center closed. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,have been childcare waitlist months after our center closed coordinating schedules my partner provider weekly puzzle rarely solve,CHILDCARE_ACCESS
R00934,household,3,March 2024,NY,We have been on a childcare waitlist for months after our center closed. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,have been childcare waitlist months after our center closed coordinating schedules my partner provider weekly puzzle rarely solve,SCHEDULING_CONSTRAINTS
R00935,provider,3,March 2024,CA,"No substitutes are available, so I cover multiple classrooms daily.",no substitutes available so i cover multiple classrooms daily,PROVIDER_STAFF_SHORTAGE
R00937,household,3,March 2024,NC,"Childcare remains unaffordable, forcing us to take turns missing work. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My hours were cut after too many schedule changes driven by childcare gaps.",childcare remains unaffordable forcing us take turns missing work coordinating schedules my partner provider weekly puzzle rarely solve my hours were cut after too many schedule changes driven childcare gaps,AFFORDABILITY
R00937,household,3,March 2024,NC,"Childcare remains unaffordable, forcing us to take turns missing work. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My hours were cut after too many schedule changes driven by childcare gaps.",childcare remains unaffordable forcing us take turns missing work coordinating schedules my partner provider weekly puzzle rarely solve my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
R00938,household,1,January 2024,MA,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,stress juggling work caregiving overwhelming my mental health keeps slipping coordinating schedules my partner provider weekly puzzle rarely solve,SCHEDULING_CONSTRAINTS
R00938,household,1,January 2024,MA,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,stress juggling work caregiving overwhelming my mental health keeps slipping coordinating schedules my partner provider weekly puzzle rarely solve,STRESS_BURNOUT
R00939,household,3,March 2024,PA,Employment keeps getting disrupted when I have to leave early for pickups. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,employment keeps getting disrupted when i have leave early pickups stress juggling work caregiving overwhelming my mental health keeps slipping coordinating schedules my partner provider weekly puzzle rarely solve,EMPLOYMENT_DISRUPTION
R00939,household,3,March 2024,PA,Employment keeps getting disrupted when I have to leave early for pickups. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,employment keeps getting disrupted when i have leave early pickups stress juggling work caregiving overwhelming my mental health keeps slipping coordinating schedules my partner provider weekly puzzle rarely solve,SCHEDULING_CONSTRAINTS
R00939,household,3,March 2024,PA,Employment keeps getting disrupted when I have to leave early for pickups. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,employment keeps getting disrupted when i have leave early pickups stress juggling work caregiving overwhelming my mental health keeps slipping coordinating schedules my partner provider weekly puzzle rarely solve,STRESS_BURNOUT
R00940,household,1,January 2024,WA,We cannot afford reliable care when costs rise faster than wages. I feel burned out every week trying to cover shifts and still be a present parent. I water down meals for the kids when food runs low after rent and child care.,cannot afford reliable care when costs rise faster than wages i feel burned out every week trying cover shifts still present parent i water down meals kids when food runs low after rent child care,AFFORDABILITY
R00940,household,1,January 2024,WA,We cannot afford reliable care when costs rise faster than wages. I feel burned out every week trying to cover shifts and still be a present parent. I water down meals for the kids when food runs low after rent and child care.,cannot afford reliable care when costs rise faster than wages i feel burned out every week trying cover shifts still present parent i water down meals kids when food runs low after rent child care,EMPLOYMENT_DISRUPTION
R00940,household,1,January 2024,WA,We cannot afford reliable care when costs rise faster than wages. I feel burned out every week trying to cover shifts and still be a present parent. I water down meals for the kids when food runs low after rent and child care.,cannot afford reliable care when costs rise faster than wages i feel burned out every week trying cover shifts still present parent i water down meals kids when food runs low after rent child care,STRESS_BURNOUT
R00941,provider,1,January 2024,CT,"No substitutes are available, so I cover multiple classrooms daily. I am juggling second jobs because enrollment swings disrupt my own employment stability.",no substitutes available so i cover multiple classrooms daily i am juggling second jobs because enrollment swings disrupt my own employment stability,EMPLOYMENT_DISRUPTION
R00941,provider,1,January 2024,CT,"No substitutes are available, so I cover multiple classrooms daily. I am juggling second jobs because enrollment swings disrupt my own employment stability.",no substitutes available so i cover multiple classrooms daily i am juggling second jobs because enrollment swings disrupt my own employment stability,PROVIDER_STAFF_SHORTAGE
R00942,provider,1,January 2024,AZ,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Scheduling constraints force us to close early when multiple people call out. Affordability pressures mean delays in payments and tighter margins for the program.",open positions stay vacant forcing us cap enrollment reduce hours scheduling constraints force us close early when multiple people call out affordability pressures mean delays payments tighter margins program,AFFORDABILITY
R00943,household,3,March 2024,NC,"Childcare remains unaffordable, forcing us to take turns missing work. We were told staffing shortages limit the program to part-week care.",childcare remains unaffordable forcing us take turns missing work were told staffing shortages limit program part week care,AFFORDABILITY
R00945,household,3,March 2024,AZ,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,stress juggling work caregiving overwhelming my mental health keeps slipping,STRESS_BURNOUT
R00946,provider,1,January 2024,WA,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Operating costs skyrocket but families cannot absorb more tuition.",open positions stay vacant forcing us cap enrollment reduce hours families need nights weekend coverage but cannot stretch schedules without burning out staff operating costs skyrocket but families cannot absorb more tuition,AFFORDABILITY
R00946,provider,1,January 2024,WA,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Operating costs skyrocket but families cannot absorb more tuition.",open positions stay vacant forcing us cap enrollment reduce hours families need nights weekend coverage but cannot stretch schedules without burning out staff operating costs skyrocket but families cannot absorb more tuition,SCHEDULING_CONSTRAINTS
R00947,household,2,February 2024,TX,Employment keeps getting disrupted when I have to leave early for pickups. Food insecurity is creeping back—we rely on the pantry between paychecks. We were told staffing shortages limit the program to part-week care.,employment keeps getting disrupted when i have leave early pickups food insecurity creeping back rely pantry between paychecks were told staffing shortages limit program part week care,EMPLOYMENT_DISRUPTION
R00947,household,2,February 2024,TX,Employment keeps getting disrupted when I have to leave early for pickups. Food insecurity is creeping back—we rely on the pantry between paychecks. We were told staffing shortages limit the program to part-week care.,employment keeps getting disrupted when i have leave early pickups food insecurity creeping back rely pantry between paychecks were told staffing shortages limit program part week care,FOOD_INSECURITY
R00948,provider,3,March 2024,CA,"I am overwhelmed balancing paperwork, families, and the classroom without relief. I am juggling second jobs because enrollment swings disrupt my own employment stability.",i am overwhelmed balancing paperwork families classroom without relief i am juggling second jobs because enrollment swings disrupt my own employment stability,EMPLOYMENT_DISRUPTION
R00948,provider,3,March 2024,CA,"I am overwhelmed balancing paperwork, families, and the classroom without relief. I am juggling second jobs because enrollment swings disrupt my own employment stability.",i am overwhelmed balancing paperwork families classroom without relief i am juggling second jobs because enrollment swings disrupt my own employment stability,STRESS_BURNOUT
R00950,provider,1,January 2024,WA,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. We are short staffed and cannot hire assistants even after months of recruiting. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",families need nights weekend coverage but cannot stretch schedules without burning out staff short staffed cannot hire assistants even after months recruiting families tell me they face food insecurity set up snack pantries classroom,FOOD_INSECURITY
R00950,provider,1,January 2024,WA,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. We are short staffed and cannot hire assistants even after months of recruiting. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",families need nights weekend coverage but cannot stretch schedules without burning out staff short staffed cannot hire assistants even after months recruiting families tell me they face food insecurity set up snack pantries classroom,PROVIDER_STAFF_SHORTAGE
R00950,provider,1,January 2024,WA,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. We are short staffed and cannot hire assistants even after months of recruiting. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",families need nights weekend coverage but cannot stretch schedules without burning out staff short staffed cannot hire assistants even after months recruiting families tell me they face food insecurity set up snack pantries classroom,SCHEDULING_CONSTRAINTS
R00951,household,2,February 2024,NY,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stress juggling work caregiving overwhelming my mental health keeps slipping my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION
R00951,household,2,February 2024,NY,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stress juggling work caregiving overwhelming my mental health keeps slipping my split shift schedule never aligns center s hours so coverage falls apart,SCHEDULING_CONSTRAINTS
R00951,household,2,February 2024,NY,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My split shift schedule never aligns with the center's hours, so coverage falls apart.",stress juggling work caregiving overwhelming my mental health keeps slipping my split shift schedule never aligns center s hours so coverage falls apart,STRESS_BURNOUT
R00952,provider,3,March 2024,FL,"Affordability pressures mean delays in payments and tighter margins for the program. Coordinating staggered shifts with limited staff feels impossible. Our center closed classrooms temporarily, so neighborhood access evaporated.",affordability pressures mean delays payments tighter margins program coordinating staggered shifts limited staff feels impossible our center closed classrooms temporarily so neighborhood access evaporated,AFFORDABILITY
R00952,provider,3,March 2024,FL,"Affordability pressures mean delays in payments and tighter margins for the program. Coordinating staggered shifts with limited staff feels impossible. Our center closed classrooms temporarily, so neighborhood access evaporated.",affordability pressures mean delays payments tighter margins program coordinating staggered shifts limited staff feels impossible our center closed classrooms temporarily so neighborhood access evaporated,CHILDCARE_ACCESS
R00952,provider,3,March 2024,FL,"Affordability pressures mean delays in payments and tighter margins for the program. Coordinating staggered shifts with limited staff feels impossible. Our center closed classrooms temporarily, so neighborhood access evaporated.",affordability pressures mean delays payments tighter margins program coordinating staggered shifts limited staff feels impossible our center closed classrooms temporarily so neighborhood access evaporated,EMPLOYMENT_DISRUPTION
R00953,provider,3,March 2024,OH,"No substitutes are available, so I cover multiple classrooms daily. Operating costs skyrocket but families cannot absorb more tuition. Food budgets for the program are maxed out while families ask for extra meals.",no substitutes available so i cover multiple classrooms daily operating costs skyrocket but families cannot absorb more tuition food budgets program maxed out while families ask extra meals,AFFORDABILITY
R00953,provider,3,March 2024,OH,"No substitutes are available, so I cover multiple classrooms daily. Operating costs skyrocket but families cannot absorb more tuition. Food budgets for the program are maxed out while families ask for extra meals.",no substitutes available so i cover multiple classrooms daily operating costs skyrocket but families cannot absorb more tuition food budgets program maxed out while families ask extra meals,FOOD_INSECURITY
R00953,provider,3,March 2024,OH,"No substitutes are available, so I cover multiple classrooms daily. Operating costs skyrocket but families cannot absorb more tuition. Food budgets for the program are maxed out while families ask for extra meals.",no substitutes available so i cover multiple classrooms daily operating costs skyrocket but families cannot absorb more tuition food budgets program maxed out while families ask extra meals,PROVIDER_STAFF_SHORTAGE
R00954,household,3,March 2024,GA,Short staffing means inconsistent caregivers and unpredictable schedules for us. We stretch groceries and sometimes skip meals so tuition can stay current. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,short staffing means inconsistent caregivers unpredictable schedules us stretch groceries sometimes skip meals so tuition can stay current coordinating schedules my partner provider weekly puzzle rarely solve,AFFORDABILITY
R00954,household,3,March 2024,GA,Short staffing means inconsistent caregivers and unpredictable schedules for us. We stretch groceries and sometimes skip meals so tuition can stay current. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,short staffing means inconsistent caregivers unpredictable schedules us stretch groceries sometimes skip meals so tuition can stay current coordinating schedules my partner provider weekly puzzle rarely solve,FOOD_INSECURITY
R00954,household,3,March 2024,GA,Short staffing means inconsistent caregivers and unpredictable schedules for us. We stretch groceries and sometimes skip meals so tuition can stay current. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,short staffing means inconsistent caregivers unpredictable schedules us stretch groceries sometimes skip meals so tuition can stay current coordinating schedules my partner provider weekly puzzle rarely solve,SCHEDULING_CONSTRAINTS
R00955,household,1,January 2024,NY,"We were told staffing shortages limit the program to part-week care. Employment keeps getting disrupted when I have to leave early for pickups. My split shift schedule never aligns with the center's hours, so coverage falls apart.",were told staffing shortages limit program part week care employment keeps getting disrupted when i have leave early pickups my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION
R00955,household,1,January 2024,NY,"We were told staffing shortages limit the program to part-week care. Employment keeps getting disrupted when I have to leave early for pickups. My split shift schedule never aligns with the center's hours, so coverage falls apart.",were told staffing shortages limit program part week care employment keeps getting disrupted when i have leave early pickups my split shift schedule never aligns center s hours so coverage falls apart,SCHEDULING_CONSTRAINTS
R00956,household,3,March 2024,CA,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION
R00956,household,3,March 2024,CA,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,STRESS_BURNOUT
