respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes
R00808,household,2,February 2024,TX,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking. My split shift schedule never aligns with the center's hours, so coverage falls apart.",finding after school care battle every semester options keep shrinking my split shift schedule never aligns center s hours so coverage falls apart,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00809,household,3,March 2024,AZ,30-60k,,We have been on a childcare waitlist for months after our center closed. Short staffing means inconsistent caregivers and unpredictable schedules for us. We cannot afford reliable care when costs rise faster than wages.,have been childcare waitlist months after our center closed short staffing means inconsistent caregivers unpredictable schedules us cannot afford reliable care when costs rise faster than wages,AFFORDABILITY|CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
R00810,household,3,March 2024,NJ,30-60k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,
R00811,provider,2,February 2024,NY,,family_home,"Scheduling constraints force us to close early when multiple people call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Keeping care affordable while paying staff fairly is nearly impossible.",scheduling constraints force us close early when multiple people call out families tell me they face food insecurity set up snack pantries classroom keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY|FOOD_INSECURITY
R00812,household,2,February 2024,PA,<30k,,My hours were cut after too many schedule changes driven by childcare gaps.,my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
R00813,household,1,January 2024,CO,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. My split shift schedule never aligns with the center's hours, so coverage falls apart.",our center says classrooms merge because staff shortages leaving fewer hours my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00814,provider,3,March 2024,CA,,after_school,Staff and I are emotionally drained; burnout is spreading across the team. Scheduling constraints force us to close early when multiple people call out. Families want more slots than we can offer; access breaks down when staff call out.,staff i emotionally drained burnout spreading across team scheduling constraints force us close early when multiple people call out families want more slots than can offer access breaks down when staff call out,
R00815,provider,2,February 2024,MA,,center,"Coordinating staggered shifts with limited staff feels impossible. Operating costs skyrocket but families cannot absorb more tuition. I see children coming in hungry, and our program scrambles to cover snacks.",coordinating staggered shifts limited staff feels impossible operating costs skyrocket but families cannot absorb more tuition i see children coming hungry our program scrambles cover snacks,AFFORDABILITY|EMPLOYMENT_DISRUPTION
R00816,household,3,March 2024,NJ,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. Childcare remains unaffordable, forcing us to take turns missing work. Finding after-school care is a battle every semester, and options keep shrinking.",my hours were cut after too many schedule changes driven childcare gaps childcare remains unaffordable forcing us take turns missing work finding after school care battle every semester options keep shrinking,AFFORDABILITY|CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
R00817,household,2,February 2024,CO,>100k,,I feel burned out every week trying to cover shifts and still be a present parent. I water down meals for the kids when food runs low after rent and child care.,i feel burned out every week trying cover shifts still present parent i water down meals kids when food runs low after rent child care,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00818,household,2,February 2024,OH,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps. We were told staffing shortages limit the program to part-week care.,my hours were cut after too many schedule changes driven childcare gaps were told staffing shortages limit program part week care,SCHEDULING_CONSTRAINTS
R00819,household,1,January 2024,NY,<30k,,We cannot afford reliable care when costs rise faster than wages. Employment keeps getting disrupted when I have to leave early for pickups. Food insecurity is creeping back—we rely on the pantry between paychecks.,cannot afford reliable care when costs rise faster than wages employment keeps getting disrupted when i have leave early pickups food insecurity creeping back rely pantry between paychecks,AFFORDABILITY|EMPLOYMENT_DISRUPTION|FOOD_INSECURITY
R00820,household,1,January 2024,NJ,<30k,,"Tuition and fees are too expensive; every increase means cutting groceries. My split shift schedule never aligns with the center's hours, so coverage falls apart. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.",tuition fees too expensive every increase means cutting groceries my split shift schedule never aligns center s hours so coverage falls apart stress juggling work caregiving overwhelming my mental health keeps slipping,AFFORDABILITY|EMPLOYMENT_DISRUPTION|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00821,household,1,January 2024,GA,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent. My hours were cut after too many schedule changes driven by childcare gaps.,i feel burned out every week trying cover shifts still present parent my hours were cut after too many schedule changes driven childcare gaps,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00822,household,1,January 2024,FL,>100k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. My split shift schedule never aligns with the center's hours, so coverage falls apart. Finding after-school care is a battle every semester, and options keep shrinking.",short staffing means inconsistent caregivers unpredictable schedules us my split shift schedule never aligns center s hours so coverage falls apart finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00823,provider,3,March 2024,AZ,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. We are short staffed and cannot hire assistants even after months of recruiting. Operating costs skyrocket but families cannot absorb more tuition.",families tell me they face food insecurity set up snack pantries classroom short staffed cannot hire assistants even after months recruiting operating costs skyrocket but families cannot absorb more tuition,AFFORDABILITY|FOOD_INSECURITY|PROVIDER_STAFF_SHORTAGE
R00824,household,2,February 2024,CO,>100k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00825,provider,1,January 2024,CT,,center,"Families want more slots than we can offer; access breaks down when staff call out. Open positions stay vacant, forcing us to cap enrollment and reduce hours. Affordability pressures mean delays in payments and tighter margins for the program.",families want more slots than can offer access breaks down when staff call out open positions stay vacant forcing us cap enrollment reduce hours affordability pressures mean delays payments tighter margins program,AFFORDABILITY
R00826,household,2,February 2024,NC,<30k,,We cannot afford reliable care when costs rise faster than wages. We stretch groceries and sometimes skip meals so tuition can stay current.,cannot afford reliable care when costs rise faster than wages stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY|FOOD_INSECURITY
R00827,household,2,February 2024,IL,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Tuition and fees are too expensive; every increase means cutting groceries. My hours were cut after too many schedule changes driven by childcare gaps.",our center says classrooms merge because staff shortages leaving fewer hours tuition fees too expensive every increase means cutting groceries my hours were cut after too many schedule changes driven childcare gaps,AFFORDABILITY|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00828,household,2,February 2024,WA,<30k,,I feel burned out every week trying to cover shifts and still be a present parent. Short staffing means inconsistent caregivers and unpredictable schedules for us. Food insecurity is creeping back—we rely on the pantry between paychecks.,i feel burned out every week trying cover shifts still present parent short staffing means inconsistent caregivers unpredictable schedules us food insecurity creeping back rely pantry between paychecks,EMPLOYMENT_DISRUPTION|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00829,household,2,February 2024,TX,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. We cannot afford reliable care when costs rise faster than wages.",our center says classrooms merge because staff shortages leaving fewer hours cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R00830,household,3,March 2024,IL,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We have been on a childcare waitlist for months after our center closed.",childcare remains unaffordable forcing us take turns missing work my partner i exhausted constantly anxious about childcare collapsing last minute have been childcare waitlist months after our center closed,AFFORDABILITY|CHILDCARE_ACCESS|STRESS_BURNOUT
R00831,household,1,January 2024,FL,<30k,,"We have been on a childcare waitlist for months after our center closed. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",have been childcare waitlist months after our center closed weekend work non negotiable but there no evening care anywhere nearby,CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
R00832,provider,3,March 2024,CA,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom.",families tell me they face food insecurity set up snack pantries classroom,FOOD_INSECURITY
R00833,household,2,February 2024,CT,>100k,,"I water down meals for the kids when food runs low after rent and child care. Our center says classrooms merge because of staff shortages, leaving fewer hours.",i water down meals kids when food runs low after rent child care our center says classrooms merge because staff shortages leaving fewer hours,
R00834,provider,3,March 2024,CO,,center,"No substitutes are available, so I cover multiple classrooms daily. Keeping care affordable while paying staff fairly is nearly impossible.",no substitutes available so i cover multiple classrooms daily keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY|PROVIDER_STAFF_SHORTAGE
R00835,household,1,January 2024,MI,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Tuition and fees are too expensive; every increase means cutting groceries. We were told staffing shortages limit the program to part-week care.",my partner i exhausted constantly anxious about childcare collapsing last minute tuition fees too expensive every increase means cutting groceries were told staffing shortages limit program part week care,AFFORDABILITY|FOOD_INSECURITY|STRESS_BURNOUT
R00836,household,1,January 2024,CO,30-60k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I miss work every time care falls through, and my employer is losing patience. We cannot afford reliable care when costs rise faster than wages.",stress juggling work caregiving overwhelming my mental health keeps slipping i miss work every time care falls through my employer losing patience cannot afford reliable care when costs rise faster than wages,AFFORDABILITY|EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00837,household,2,February 2024,FL,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. No slots open when my shifts change, so reliable childcare access feels impossible. We cannot afford reliable care when costs rise faster than wages.",weekend work non negotiable but there no evening care anywhere nearby no slots open when my shifts change so reliable childcare access feels impossible cannot afford reliable care when costs rise faster than wages,AFFORDABILITY|CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00838,household,1,January 2024,TX,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Finding after-school care is a battle every semester, and options keep shrinking. Childcare remains unaffordable, forcing us to take turns missing work.",my split shift schedule never aligns center s hours so coverage falls apart finding after school care battle every semester options keep shrinking childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY|CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00839,household,2,February 2024,OH,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Employment keeps getting disrupted when I have to leave early for pickups. Finding after-school care is a battle every semester, and options keep shrinking.",our center says classrooms merge because staff shortages leaving fewer hours employment keeps getting disrupted when i have leave early pickups finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION
R00840,household,2,February 2024,AZ,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Employment keeps getting disrupted when I have to leave early for pickups.",my partner i exhausted constantly anxious about childcare collapsing last minute coordinating schedules my partner provider weekly puzzle rarely solve employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00841,household,3,March 2024,FL,<30k,,"Employment keeps getting disrupted when I have to leave early for pickups. Our center says classrooms merge because of staff shortages, leaving fewer hours. Childcare remains unaffordable, forcing us to take turns missing work.",employment keeps getting disrupted when i have leave early pickups our center says classrooms merge because staff shortages leaving fewer hours childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY|EMPLOYMENT_DISRUPTION
R00842,household,1,January 2024,NJ,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. We have been on a childcare waitlist for months after our center closed. Our center says classrooms merge because of staff shortages, leaving fewer hours.",childcare remains unaffordable forcing us take turns missing work have been childcare waitlist months after our center closed our center says classrooms merge because staff shortages leaving fewer hours,AFFORDABILITY|CHILDCARE_ACCESS
R00843,provider,1,January 2024,NC,,informal,Managing constant schedule changes with too few people is crushing my mental health. Families want more slots than we can offer; access breaks down when staff call out. Operating costs skyrocket but families cannot absorb more tuition.,managing constant schedule changes too few people crushing my mental health families want more slots than can offer access breaks down when staff call out operating costs skyrocket but families cannot absorb more tuition,AFFORDABILITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00844,household,2,February 2024,OH,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Childcare remains unaffordable, forcing us to take turns missing work.",my split shift schedule never aligns center s hours so coverage falls apart childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00845,provider,3,March 2024,CO,,center,I am juggling second jobs because enrollment swings disrupt my own employment stability.,i am juggling second jobs because enrollment swings disrupt my own employment stability,EMPLOYMENT_DISRUPTION
R00846,household,2,February 2024,PA,30-60k,,I water down meals for the kids when food runs low after rent and child care. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,i water down meals kids when food runs low after rent child care stress juggling work caregiving overwhelming my mental health keeps slipping,STRESS_BURNOUT
R00847,provider,3,March 2024,NC,,family_home,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. We are short staffed and cannot hire assistants even after months of recruiting.",families tell me they face food insecurity set up snack pantries classroom short staffed cannot hire assistants even after months recruiting,FOOD_INSECURITY|PROVIDER_STAFF_SHORTAGE
R00848,provider,1,January 2024,TX,,family_home,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. No substitutes are available, so I cover multiple classrooms daily.",families need nights weekend coverage but cannot stretch schedules without burning out staff no substitutes available so i cover multiple classrooms daily,PROVIDER_STAFF_SHORTAGE|SCHEDULING_CONSTRAINTS
R00849,household,3,March 2024,MA,<30k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00850,household,1,January 2024,MA,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. No slots open when my shifts change, so reliable childcare access feels impossible.",my partner i exhausted constantly anxious about childcare collapsing last minute no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00851,household,3,March 2024,PA,60-100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. Our center says classrooms merge because of staff shortages, leaving fewer hours.",food insecurity creeping back rely pantry between paychecks our center says classrooms merge because staff shortages leaving fewer hours,FOOD_INSECURITY
R00852,household,3,March 2024,PA,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,SCHEDULING_CONSTRAINTS
R00853,provider,3,March 2024,AL,,center,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Managing constant schedule changes with too few people is crushing my mental health. Food budgets for the program are maxed out while families ask for extra meals.",families need nights weekend coverage but cannot stretch schedules without burning out staff managing constant schedule changes too few people crushing my mental health food budgets program maxed out while families ask extra meals,FOOD_INSECURITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00854,provider,2,February 2024,MI,,center,"I am juggling second jobs because enrollment swings disrupt my own employment stability. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",i am juggling second jobs because enrollment swings disrupt my own employment stability families tell me they face food insecurity set up snack pantries classroom,EMPLOYMENT_DISRUPTION|FOOD_INSECURITY
R00855,household,3,March 2024,NY,>100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. I miss work every time care falls through, and my employer is losing patience.",food insecurity creeping back rely pantry between paychecks i miss work every time care falls through my employer losing patience,EMPLOYMENT_DISRUPTION|FOOD_INSECURITY
R00856,household,3,March 2024,CA,>100k,,"My hours were cut after too many schedule changes driven by childcare gaps. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We were told staffing shortages limit the program to part-week care.",my hours were cut after too many schedule changes driven childcare gaps my partner i exhausted constantly anxious about childcare collapsing last minute were told staffing shortages limit program part week care,SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00857,household,3,March 2024,CT,<30k,,We cannot afford reliable care when costs rise faster than wages. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I water down meals for the kids when food runs low after rent and child care.,cannot afford reliable care when costs rise faster than wages stress juggling work caregiving overwhelming my mental health keeps slipping i water down meals kids when food runs low after rent child care,AFFORDABILITY|STRESS_BURNOUT
R00858,provider,1,January 2024,CA,,center,Coordinating staggered shifts with limited staff feels impossible.,coordinating staggered shifts limited staff feels impossible,EMPLOYMENT_DISRUPTION
R00859,household,1,January 2024,WA,>100k,,"No slots open when my shifts change, so reliable childcare access feels impossible.",no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION
R00860,household,2,February 2024,NC,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,stress juggling work caregiving overwhelming my mental health keeps slipping,STRESS_BURNOUT
R00861,household,2,February 2024,MI,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. I feel burned out every week trying to cover shifts and still be a present parent.",childcare remains unaffordable forcing us take turns missing work i feel burned out every week trying cover shifts still present parent,AFFORDABILITY|EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00862,household,1,January 2024,AL,<30k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,
R00863,provider,3,March 2024,CO,,center,"Assistants quit when schedules change, so my employment feels precarious too. Scheduling constraints force us to close early when multiple people call out.",assistants quit when schedules change so my employment feels precarious too scheduling constraints force us close early when multiple people call out,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00864,household,1,January 2024,NJ,30-60k,,We stretch groceries and sometimes skip meals so tuition can stay current. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,stretch groceries sometimes skip meals so tuition can stay current stress juggling work caregiving overwhelming my mental health keeps slipping,AFFORDABILITY|FOOD_INSECURITY|STRESS_BURNOUT
R00865,household,1,January 2024,WA,60-100k,,Tuition and fees are too expensive; every increase means cutting groceries. I feel burned out every week trying to cover shifts and still be a present parent.,tuition fees too expensive every increase means cutting groceries i feel burned out every week trying cover shifts still present parent,AFFORDABILITY|EMPLOYMENT_DISRUPTION|FOOD_INSECURITY|STRESS_BURNOUT
R00866,provider,1,January 2024,AZ,,center,"Food budgets for the program are maxed out while families ask for extra meals. Our center closed classrooms temporarily, so neighborhood access evaporated.",food budgets program maxed out while families ask extra meals our center closed classrooms temporarily so neighborhood access evaporated,CHILDCARE_ACCESS|FOOD_INSECURITY
R00867,provider,3,March 2024,WA,,center,I am juggling second jobs because enrollment swings disrupt my own employment stability. I field calls daily from parents desperate for openings we just do not have.,i am juggling second jobs because enrollment swings disrupt my own employment stability i field calls daily parents desperate openings just do not have,EMPLOYMENT_DISRUPTION
R00868,household,2,February 2024,GA,>100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,SCHEDULING_CONSTRAINTS
R00869,household,3,March 2024,FL,>100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00870,provider,2,February 2024,NJ,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage. I field calls daily from parents desperate for openings we just do not have. No substitutes are available, so I cover multiple classrooms daily.",staff juggle multiple jobs every disruption ripples through coverage i field calls daily parents desperate openings just do not have no substitutes available so i cover multiple classrooms daily,PROVIDER_STAFF_SHORTAGE
R00871,provider,3,March 2024,CO,,informal,"I am juggling second jobs because enrollment swings disrupt my own employment stability. I see children coming in hungry, and our program scrambles to cover snacks. I field calls daily from parents desperate for openings we just do not have.",i am juggling second jobs because enrollment swings disrupt my own employment stability i see children coming hungry our program scrambles cover snacks i field calls daily parents desperate openings just do not have,EMPLOYMENT_DISRUPTION
R00872,household,1,January 2024,CO,30-60k,,"I miss work every time care falls through, and my employer is losing patience. We cannot afford reliable care when costs rise faster than wages. Food insecurity is creeping back—we rely on the pantry between paychecks.",i miss work every time care falls through my employer losing patience cannot afford reliable care when costs rise faster than wages food insecurity creeping back rely pantry between paychecks,AFFORDABILITY|EMPLOYMENT_DISRUPTION|FOOD_INSECURITY
R00873,provider,2,February 2024,NJ,,informal,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Families want more slots than we can offer; access breaks down when staff call out. Food budgets for the program are maxed out while families ask for extra meals.",families need nights weekend coverage but cannot stretch schedules without burning out staff families want more slots than can offer access breaks down when staff call out food budgets program maxed out while families ask extra meals,FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00874,household,1,January 2024,AZ,60-100k,,We have been on a childcare waitlist for months after our center closed. We cannot afford reliable care when costs rise faster than wages.,have been childcare waitlist months after our center closed cannot afford reliable care when costs rise faster than wages,AFFORDABILITY|CHILDCARE_ACCESS
R00875,provider,2,February 2024,MI,,center,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",families need nights weekend coverage but cannot stretch schedules without burning out staff,SCHEDULING_CONSTRAINTS
R00876,household,3,March 2024,CT,30-60k,,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION
R00877,household,2,February 2024,MI,>100k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00878,household,2,February 2024,AZ,60-100k,,"I feel burned out every week trying to cover shifts and still be a present parent. I miss work every time care falls through, and my employer is losing patience. Finding after-school care is a battle every semester, and options keep shrinking.",i feel burned out every week trying cover shifts still present parent i miss work every time care falls through my employer losing patience finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00879,provider,2,February 2024,OH,,center,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Operating costs skyrocket but families cannot absorb more tuition.",open positions stay vacant forcing us cap enrollment reduce hours operating costs skyrocket but families cannot absorb more tuition,AFFORDABILITY
R00880,household,1,January 2024,GA,60-100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. I miss work every time care falls through, and my employer is losing patience.",food insecurity creeping back rely pantry between paychecks i miss work every time care falls through my employer losing patience,EMPLOYMENT_DISRUPTION|FOOD_INSECURITY
R00881,household,3,March 2024,PA,<30k,,We cannot afford reliable care when costs rise faster than wages. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,cannot afford reliable care when costs rise faster than wages coordinating schedules my partner provider weekly puzzle rarely solve,AFFORDABILITY|SCHEDULING_CONSTRAINTS
R00882,household,1,January 2024,NJ,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work. Short staffing means inconsistent caregivers and unpredictable schedules for us. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",childcare remains unaffordable forcing us take turns missing work short staffing means inconsistent caregivers unpredictable schedules us my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00883,provider,2,February 2024,NJ,,after_school,Coordinating staggered shifts with limited staff feels impossible.,coordinating staggered shifts limited staff feels impossible,EMPLOYMENT_DISRUPTION
R00884,household,2,February 2024,NJ,60-100k,,"I miss work every time care falls through, and my employer is losing patience. Finding after-school care is a battle every semester, and options keep shrinking.",i miss work every time care falls through my employer losing patience finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION
R00885,provider,1,January 2024,MA,,after_school,"I field calls daily from parents desperate for openings we just do not have. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",i field calls daily parents desperate openings just do not have families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff,FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00886,household,2,February 2024,WA,<30k,,"We cannot afford reliable care when costs rise faster than wages. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",cannot afford reliable care when costs rise faster than wages my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY|STRESS_BURNOUT
R00887,household,3,March 2024,NY,<30k,,I water down meals for the kids when food runs low after rent and child care. Employment keeps getting disrupted when I have to leave early for pickups.,i water down meals kids when food runs low after rent child care employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION
R00888,provider,3,March 2024,CO,,center,"No substitutes are available, so I cover multiple classrooms daily.",no substitutes available so i cover multiple classrooms daily,PROVIDER_STAFF_SHORTAGE
R00889,household,1,January 2024,GA,>100k,,We cannot afford reliable care when costs rise faster than wages. I water down meals for the kids when food runs low after rent and child care.,cannot afford reliable care when costs rise faster than wages i water down meals kids when food runs low after rent child care,AFFORDABILITY
R00890,household,3,March 2024,CA,30-60k,,We have been on a childcare waitlist for months after our center closed. Food insecurity is creeping back—we rely on the pantry between paychecks.,have been childcare waitlist months after our center closed food insecurity creeping back rely pantry between paychecks,CHILDCARE_ACCESS|FOOD_INSECURITY
R00891,household,3,March 2024,MA,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible. Short staffing means inconsistent caregivers and unpredictable schedules for us. Childcare remains unaffordable, forcing us to take turns missing work.",no slots open when my shifts change so reliable childcare access feels impossible short staffing means inconsistent caregivers unpredictable schedules us childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY|CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00892,household,1,January 2024,CA,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. Employment keeps getting disrupted when I have to leave early for pickups.",my split shift schedule never aligns center s hours so coverage falls apart employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00893,household,2,February 2024,CO,60-100k,,We cannot afford reliable care when costs rise faster than wages.,cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R00894,provider,1,January 2024,IL,,center,Coordinating staggered shifts with limited staff feels impossible.,coordinating staggered shifts limited staff feels impossible,EMPLOYMENT_DISRUPTION
R00895,household,3,March 2024,OH,<30k,,"I miss work every time care falls through, and my employer is losing patience. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",i miss work every time care falls through my employer losing patience my partner i exhausted constantly anxious about childcare collapsing last minute weekend work non negotiable but there no evening care anywhere nearby,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00896,household,3,March 2024,AL,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. My hours were cut after too many schedule changes driven by childcare gaps.",weekend work non negotiable but there no evening care anywhere nearby my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
R00897,household,3,March 2024,MA,<30k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Weekend work is non-negotiable, but there is no evening care anywhere nearby. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",our center says classrooms merge because staff shortages leaving fewer hours weekend work non negotiable but there no evening care anywhere nearby my partner i exhausted constantly anxious about childcare collapsing last minute,SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00898,provider,1,January 2024,NY,,after_school,"I see children coming in hungry, and our program scrambles to cover snacks. Coordinating staggered shifts with limited staff feels impossible.",i see children coming hungry our program scrambles cover snacks coordinating staggered shifts limited staff feels impossible,EMPLOYMENT_DISRUPTION
R00899,household,2,February 2024,IL,<30k,,My hours were cut after too many schedule changes driven by childcare gaps.,my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
