respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT
R01113,household,2,February 2024,FL,30-60k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,[],False,False,False,False,False,False,False
R01114,household,2,February 2024,OH,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. Employment keeps getting disrupted when I have to leave early for pickups. We stretch groceries and sometimes skip meals so tuition can stay current.,short staffing means inconsistent caregivers unpredictable schedules us employment keeps getting disrupted when i have leave early pickups stretch groceries sometimes skip meals so tuition can stay current,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,True,True,False,True,False
R01115,household,1,January 2024,CO,30-60k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I water down meals for the kids when food runs low after rent and child care. Tuition and fees are too expensive; every increase means cutting groceries.,stress juggling work caregiving overwhelming my mental health keeps slipping i water down meals kids when food runs low after rent child care tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY', 'STRESS_BURNOUT']",True,False,False,True,False,False,True
R01116,household,2,February 2024,AZ,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work.",childcare remains unaffordable forcing us take turns missing work,['AFFORDABILITY'],False,False,False,False,False,False,False
R01117,provider,2,February 2024,CO,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R01118,provider,2,February 2024,IL,,center,"I am juggling second jobs because enrollment swings disrupt my own employment stability. Our center closed classrooms temporarily, so neighborhood access evaporated.",i am juggling second jobs because enrollment swings disrupt my own employment stability our center closed classrooms temporarily so neighborhood access evaporated,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,True,False,False,False,False
R01119,household,3,March 2024,AL,30-60k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. My split shift schedule never aligns with the center's hours, so coverage falls apart.",short staffing means inconsistent caregivers unpredictable schedules us my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01120,household,1,January 2024,PA,30-60k,,We stretch groceries and sometimes skip meals so tuition can stay current. My hours were cut after too many schedule changes driven by childcare gaps.,stretch groceries sometimes skip meals so tuition can stay current my hours were cut after too many schedule changes driven childcare gaps,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,True,False,True,False
R01121,household,3,March 2024,IL,>100k,,We cannot afford reliable care when costs rise faster than wages.,cannot afford reliable care when costs rise faster than wages,['AFFORDABILITY'],True,False,False,False,False,False,False
R01122,household,2,February 2024,AL,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. Tuition and fees are too expensive; every increase means cutting groceries.,short staffing means inconsistent caregivers unpredictable schedules us tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,False,False,True,False
R01123,household,2,February 2024,CT,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R01124,household,2,February 2024,NY,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01125,household,2,February 2024,AZ,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. I water down meals for the kids when food runs low after rent and child care. Tuition and fees are too expensive; every increase means cutting groceries.",my partner i exhausted constantly anxious about childcare collapsing last minute i water down meals kids when food runs low after rent child care tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY', 'STRESS_BURNOUT']",True,False,False,True,False,False,True
R01126,household,3,March 2024,CA,30-60k,,"I miss work every time care falls through, and my employer is losing patience.",i miss work every time care falls through my employer losing patience,['EMPLOYMENT_DISRUPTION'],False,False,False,False,False,False,False
R01127,household,2,February 2024,AL,60-100k,,"We cannot afford reliable care when costs rise faster than wages. We were told staffing shortages limit the program to part-week care. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",cannot afford reliable care when costs rise faster than wages were told staffing shortages limit program part week care my partner i exhausted constantly anxious about childcare collapsing last minute,"['AFFORDABILITY', 'STRESS_BURNOUT']",True,False,False,False,False,False,True
R01128,household,2,February 2024,CT,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",my partner i exhausted constantly anxious about childcare collapsing last minute,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R01129,household,2,February 2024,OH,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I feel burned out every week trying to cover shifts and still be a present parent.,coordinating schedules my partner provider weekly puzzle rarely solve i feel burned out every week trying cover shifts still present parent,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,False,False,True,True
R01130,provider,2,February 2024,FL,,center,"Coordinating staggered shifts with limited staff feels impossible. Staff juggle multiple jobs, and every disruption ripples through coverage.",coordinating staggered shifts limited staff feels impossible staff juggle multiple jobs every disruption ripples through coverage,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01131,provider,1,January 2024,NY,,informal,"Assistants quit when schedules change, so my employment feels precarious too. Operating costs skyrocket but families cannot absorb more tuition.",assistants quit when schedules change so my employment feels precarious too operating costs skyrocket but families cannot absorb more tuition,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,False,False,True,False
R01132,provider,1,January 2024,CT,,center,"Managing constant schedule changes with too few people is crushing my mental health. I see children coming in hungry, and our program scrambles to cover snacks.",managing constant schedule changes too few people crushing my mental health i see children coming hungry our program scrambles cover snacks,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,False,False,True,True
R01133,provider,3,March 2024,NY,,after_school,"Coordinating staggered shifts with limited staff feels impossible. I am overwhelmed balancing paperwork, families, and the classroom without relief. I am juggling second jobs because enrollment swings disrupt my own employment stability.",coordinating staggered shifts limited staff feels impossible i am overwhelmed balancing paperwork families classroom without relief i am juggling second jobs because enrollment swings disrupt my own employment stability,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R01134,household,1,January 2024,IL,<30k,,"We were told staffing shortages limit the program to part-week care. No slots open when my shifts change, so reliable childcare access feels impossible.",were told staffing shortages limit program part week care no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,False,True,False,False,False,False
R01135,provider,2,February 2024,GA,,center,I field calls daily from parents desperate for openings we just do not have.,i field calls daily parents desperate openings just do not have,[],False,False,False,False,True,False,False
R01136,household,1,January 2024,NC,<30k,,We have been on a childcare waitlist for months after our center closed.,have been childcare waitlist months after our center closed,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R01137,provider,2,February 2024,AZ,,center,Families want more slots than we can offer; access breaks down when staff call out. Affordability pressures mean delays in payments and tighter margins for the program.,families want more slots than can offer access breaks down when staff call out affordability pressures mean delays payments tighter margins program,['AFFORDABILITY'],True,False,False,False,False,False,False
R01138,household,2,February 2024,NJ,30-60k,,"I miss work every time care falls through, and my employer is losing patience. No slots open when my shifts change, so reliable childcare access feels impossible.",i miss work every time care falls through my employer losing patience no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,False,False,False,False,False
R01139,household,1,January 2024,CO,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Our center says classrooms merge because of staff shortages, leaving fewer hours. Finding after-school care is a battle every semester, and options keep shrinking.",my partner i exhausted constantly anxious about childcare collapsing last minute our center says classrooms merge because staff shortages leaving fewer hours finding after school care battle every semester options keep shrinking,"['CHILDCARE_ACCESS', 'STRESS_BURNOUT']",True,True,False,False,False,False,True
R01140,provider,1,January 2024,MA,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage. Scheduling constraints force us to close early when multiple people call out.",staff juggle multiple jobs every disruption ripples through coverage scheduling constraints force us close early when multiple people call out,[],False,False,False,False,False,False,False
R01141,household,2,February 2024,OH,60-100k,,"I miss work every time care falls through, and my employer is losing patience. I water down meals for the kids when food runs low after rent and child care.",i miss work every time care falls through my employer losing patience i water down meals kids when food runs low after rent child care,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01142,household,1,January 2024,CO,<30k,,We were told staffing shortages limit the program to part-week care.,were told staffing shortages limit program part week care,[],False,False,False,False,False,False,True
R01143,household,3,March 2024,NC,>100k,,"Finding after-school care is a battle every semester, and options keep shrinking. We were told staffing shortages limit the program to part-week care.",finding after school care battle every semester options keep shrinking were told staffing shortages limit program part week care,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R01144,household,1,January 2024,MA,60-100k,,We were told staffing shortages limit the program to part-week care.,were told staffing shortages limit program part week care,[],False,False,False,False,False,True,False
R01145,provider,3,March 2024,NJ,,informal,"I see children coming in hungry, and our program scrambles to cover snacks. Assistants quit when schedules change, so my employment feels precarious too.",i see children coming hungry our program scrambles cover snacks assistants quit when schedules change so my employment feels precarious too,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,True,True,False
R01146,provider,3,March 2024,OH,,center,"Coordinating staggered shifts with limited staff feels impossible. Affordability pressures mean delays in payments and tighter margins for the program. I am overwhelmed balancing paperwork, families, and the classroom without relief.",coordinating staggered shifts limited staff feels impossible affordability pressures mean delays payments tighter margins program i am overwhelmed balancing paperwork families classroom without relief,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",True,False,True,False,False,False,False
R01147,provider,2,February 2024,IL,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks. Families want more slots than we can offer; access breaks down when staff call out.",i see children coming hungry our program scrambles cover snacks families want more slots than can offer access breaks down when staff call out,[],False,False,False,False,False,False,False
R01148,provider,1,January 2024,FL,,after_school,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. I field calls daily from parents desperate for openings we just do not have. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",families tell me they face food insecurity set up snack pantries classroom i field calls daily parents desperate openings just do not have open positions stay vacant forcing us cap enrollment reduce hours,['FOOD_INSECURITY'],False,False,False,True,False,True,False
R01149,provider,2,February 2024,AL,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Scheduling constraints force us to close early when multiple people call out. Affordability pressures mean delays in payments and tighter margins for the program.",i am overwhelmed balancing paperwork families classroom without relief scheduling constraints force us close early when multiple people call out affordability pressures mean delays payments tighter margins program,"['AFFORDABILITY', 'STRESS_BURNOUT']",True,False,False,False,False,False,True
R01150,household,1,January 2024,NC,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. We were told staffing shortages limit the program to part-week care. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.",childcare remains unaffordable forcing us take turns missing work were told staffing shortages limit program part week care coordinating schedules my partner provider weekly puzzle rarely solve,"['AFFORDABILITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,False,False,True,False
R01151,household,3,March 2024,NY,<30k,,"We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience. We have been on a childcare waitlist for months after our center closed.",cannot afford reliable care when costs rise faster than wages i miss work every time care falls through my employer losing patience have been childcare waitlist months after our center closed,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,False,False,False
R01152,household,1,January 2024,GA,>100k,,"No slots open when my shifts change, so reliable childcare access feels impossible.",no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,True,False,False,False,False
R01153,household,1,January 2024,IL,<30k,,We cannot afford reliable care when costs rise faster than wages. We were told staffing shortages limit the program to part-week care.,cannot afford reliable care when costs rise faster than wages were told staffing shortages limit program part week care,['AFFORDABILITY'],True,False,False,False,False,False,False
R01154,household,1,January 2024,OH,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Finding after-school care is a battle every semester, and options keep shrinking.",our center says classrooms merge because staff shortages leaving fewer hours finding after school care battle every semester options keep shrinking,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R01155,household,3,March 2024,OH,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01156,provider,1,January 2024,NJ,,after_school,Coordinating staggered shifts with limited staff feels impossible.,coordinating staggered shifts limited staff feels impossible,['EMPLOYMENT_DISRUPTION'],True,False,False,False,False,True,False
R01157,provider,1,January 2024,WA,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks.",i see children coming hungry our program scrambles cover snacks,[],True,False,False,False,False,False,False
R01158,household,1,January 2024,AL,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Short staffing means inconsistent caregivers and unpredictable schedules for us. I water down meals for the kids when food runs low after rent and child care.,stress juggling work caregiving overwhelming my mental health keeps slipping short staffing means inconsistent caregivers unpredictable schedules us i water down meals kids when food runs low after rent child care,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",True,False,False,False,False,True,True
R01159,provider,3,March 2024,PA,,center,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. I am juggling second jobs because enrollment swings disrupt my own employment stability. Keeping care affordable while paying staff fairly is nearly impossible.",open positions stay vacant forcing us cap enrollment reduce hours i am juggling second jobs because enrollment swings disrupt my own employment stability keeping care affordable while paying staff fairly nearly impossible,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,False,False,False
R01160,household,1,January 2024,MA,>100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. My split shift schedule never aligns with the center's hours, so coverage falls apart. No slots open when my shifts change, so reliable childcare access feels impossible.",our center says classrooms merge because staff shortages leaving fewer hours my split shift schedule never aligns center s hours so coverage falls apart no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,True
R01161,household,2,February 2024,TX,<30k,,We were told staffing shortages limit the program to part-week care. My hours were cut after too many schedule changes driven by childcare gaps. Food insecurity is creeping back—we rely on the pantry between paychecks.,were told staffing shortages limit program part week care my hours were cut after too many schedule changes driven childcare gaps food insecurity creeping back rely pantry between paychecks,"['FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,True,False,True,True
R01162,household,2,February 2024,AL,30-60k,,We were told staffing shortages limit the program to part-week care. We cannot afford reliable care when costs rise faster than wages.,were told staffing shortages limit program part week care cannot afford reliable care when costs rise faster than wages,['AFFORDABILITY'],True,False,False,False,False,False,False
R01163,household,2,February 2024,AZ,30-60k,,"I miss work every time care falls through, and my employer is losing patience.",i miss work every time care falls through my employer losing patience,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01164,household,1,January 2024,WA,<30k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Weekend work is non-negotiable, but there is no evening care anywhere nearby. Tuition and fees are too expensive; every increase means cutting groceries.",stretch groceries sometimes skip meals so tuition can stay current weekend work non negotiable but there no evening care anywhere nearby tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,True,False,True,False
R01165,household,1,January 2024,AZ,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01166,provider,3,March 2024,AL,,center,Operating costs skyrocket but families cannot absorb more tuition.,operating costs skyrocket but families cannot absorb more tuition,['AFFORDABILITY'],True,False,False,False,False,False,False
R01167,provider,3,March 2024,WA,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated.",our center closed classrooms temporarily so neighborhood access evaporated,['CHILDCARE_ACCESS'],False,True,False,False,False,True,False
R01168,household,2,February 2024,WA,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. We have been on a childcare waitlist for months after our center closed. Short staffing means inconsistent caregivers and unpredictable schedules for us.",my split shift schedule never aligns center s hours so coverage falls apart have been childcare waitlist months after our center closed short staffing means inconsistent caregivers unpredictable schedules us,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R01169,provider,3,March 2024,CA,,family_home,"Our center closed classrooms temporarily, so neighborhood access evaporated.",our center closed classrooms temporarily so neighborhood access evaporated,['CHILDCARE_ACCESS'],False,True,False,False,False,False,False
R01170,household,1,January 2024,AZ,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible.",no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,True,True,False,False,False
R01171,provider,3,March 2024,NY,,after_school,Families want more slots than we can offer; access breaks down when staff call out. Managing constant schedule changes with too few people is crushing my mental health.,families want more slots than can offer access breaks down when staff call out managing constant schedule changes too few people crushing my mental health,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,False,False,True,True
R01172,household,2,February 2024,FL,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01173,household,2,February 2024,IL,<30k,,We were told staffing shortages limit the program to part-week care. Food insecurity is creeping back—we rely on the pantry between paychecks. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,were told staffing shortages limit program part week care food insecurity creeping back rely pantry between paychecks coordinating schedules my partner provider weekly puzzle rarely solve,"['FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,False,False,True,True,True,False
R01174,household,3,March 2024,NC,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours.",our center says classrooms merge because staff shortages leaving fewer hours,[],False,False,True,False,False,False,False
R01175,household,1,January 2024,WA,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps.,my hours were cut after too many schedule changes driven childcare gaps,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01176,provider,2,February 2024,OH,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks.",i see children coming hungry our program scrambles cover snacks,[],False,True,True,True,False,False,False
R01177,household,2,February 2024,AZ,<30k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01178,household,3,March 2024,MI,<30k,,"I water down meals for the kids when food runs low after rent and child care. No slots open when my shifts change, so reliable childcare access feels impossible. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.",i water down meals kids when food runs low after rent child care no slots open when my shifts change so reliable childcare access feels impossible stress juggling work caregiving overwhelming my mental health keeps slipping,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,True,False,False,False,False,True
R01179,household,2,February 2024,TX,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. I feel burned out every week trying to cover shifts and still be a present parent. Employment keeps getting disrupted when I have to leave early for pickups.",childcare remains unaffordable forcing us take turns missing work i feel burned out every week trying cover shifts still present parent employment keeps getting disrupted when i have leave early pickups,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",True,True,True,False,False,False,True
R01180,household,2,February 2024,NJ,<30k,,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,['EMPLOYMENT_DISRUPTION'],False,False,True,False,True,False,False
R01181,household,2,February 2024,CT,>100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. We were told staffing shortages limit the program to part-week care. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",stretch groceries sometimes skip meals so tuition can stay current were told staffing shortages limit program part week care weekend work non negotiable but there no evening care anywhere nearby,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,True,False,True,False
R01182,provider,2,February 2024,FL,,family_home,Scheduling constraints force us to close early when multiple people call out. Affordability pressures mean delays in payments and tighter margins for the program.,scheduling constraints force us close early when multiple people call out affordability pressures mean delays payments tighter margins program,['AFFORDABILITY'],True,False,False,False,False,True,False
R01183,household,2,February 2024,NJ,<30k,,"I water down meals for the kids when food runs low after rent and child care. My split shift schedule never aligns with the center's hours, so coverage falls apart.",i water down meals kids when food runs low after rent child care my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,False,False,False,True,False
R01184,household,2,February 2024,NY,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent. We were told staffing shortages limit the program to part-week care.,i feel burned out every week trying cover shifts still present parent were told staffing shortages limit program part week care,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R01185,household,2,February 2024,NY,60-100k,,"I miss work every time care falls through, and my employer is losing patience.",i miss work every time care falls through my employer losing patience,['EMPLOYMENT_DISRUPTION'],False,False,True,True,False,False,False
R01186,provider,2,February 2024,AL,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Staff juggle multiple jobs, and every disruption ripples through coverage. I am overwhelmed balancing paperwork, families, and the classroom without relief.",open positions stay vacant forcing us cap enrollment reduce hours staff juggle multiple jobs every disruption ripples through coverage i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R01187,household,1,January 2024,CA,30-60k,,"No slots open when my shifts change, so reliable childcare access feels impossible. I water down meals for the kids when food runs low after rent and child care.",no slots open when my shifts change so reliable childcare access feels impossible i water down meals kids when food runs low after rent child care,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,False,False,False,False,False
R01188,provider,1,January 2024,IL,,informal,"I see children coming in hungry, and our program scrambles to cover snacks. Operating costs skyrocket but families cannot absorb more tuition.",i see children coming hungry our program scrambles cover snacks operating costs skyrocket but families cannot absorb more tuition,['AFFORDABILITY'],True,False,False,False,False,False,False
R01189,household,1,January 2024,MI,60-100k,,Employment keeps getting disrupted when I have to leave early for pickups.,employment keeps getting disrupted when i have leave early pickups,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01190,household,2,February 2024,GA,>100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,coordinating schedules my partner provider weekly puzzle rarely solve,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01191,household,2,February 2024,CT,30-60k,,"We have been on a childcare waitlist for months after our center closed. I miss work every time care falls through, and my employer is losing patience.",have been childcare waitlist months after our center closed i miss work every time care falls through my employer losing patience,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION']",False,True,True,False,False,False,False
R01192,household,3,March 2024,CT,30-60k,,Food insecurity is creeping back—we rely on the pantry between paychecks.,food insecurity creeping back rely pantry between paychecks,['FOOD_INSECURITY'],False,True,False,True,False,False,False
R01193,household,2,February 2024,MA,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R01194,provider,1,January 2024,WA,,center,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Food budgets for the program are maxed out while families ask for extra meals.",open positions stay vacant forcing us cap enrollment reduce hours food budgets program maxed out while families ask extra meals,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R01195,household,2,February 2024,FL,<30k,,"We were told staffing shortages limit the program to part-week care. Weekend work is non-negotiable, but there is no evening care anywhere nearby.",were told staffing shortages limit program part week care weekend work non negotiable but there no evening care anywhere nearby,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01196,household,1,January 2024,AL,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. Employment keeps getting disrupted when I have to leave early for pickups.",childcare remains unaffordable forcing us take turns missing work employment keeps getting disrupted when i have leave early pickups,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,False,False,False
R01197,provider,3,March 2024,NC,,informal,"I am overwhelmed balancing paperwork, families, and the classroom without relief. We are short staffed and cannot hire assistants even after months of recruiting. I am juggling second jobs because enrollment swings disrupt my own employment stability.",i am overwhelmed balancing paperwork families classroom without relief short staffed cannot hire assistants even after months recruiting i am juggling second jobs because enrollment swings disrupt my own employment stability,"['EMPLOYMENT_DISRUPTION', 'PROVIDER_STAFF_SHORTAGE', 'STRESS_BURNOUT']",False,False,True,False,True,True,True
R01198,household,1,January 2024,IL,30-60k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours.",our center says classrooms merge because staff shortages leaving fewer hours,[],False,False,False,False,False,False,False
R01199,provider,3,March 2024,AZ,,center,I field calls daily from parents desperate for openings we just do not have.,i field calls daily parents desperate openings just do not have,[],False,False,False,False,False,False,True
R01200,provider,1,January 2024,WA,,center,We are short staffed and cannot hire assistants even after months of recruiting.,short staffed cannot hire assistants even after months recruiting,['PROVIDER_STAFF_SHORTAGE'],False,False,False,False,True,False,False
R01201,household,3,March 2024,NC,60-100k,,We cannot afford reliable care when costs rise faster than wages. I water down meals for the kids when food runs low after rent and child care. Employment keeps getting disrupted when I have to leave early for pickups.,cannot afford reliable care when costs rise faster than wages i water down meals kids when food runs low after rent child care employment keeps getting disrupted when i have leave early pickups,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,False,False,False
R01202,household,2,February 2024,IL,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. I miss work every time care falls through, and my employer is losing patience.",finding after school care battle every semester options keep shrinking stress juggling work caregiving overwhelming my mental health keeps slipping i miss work every time care falls through my employer losing patience,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,True,True,False,False,False,False
R01203,provider,3,March 2024,NC,,family_home,"Affordability pressures mean delays in payments and tighter margins for the program. Our center closed classrooms temporarily, so neighborhood access evaporated.",affordability pressures mean delays payments tighter margins program our center closed classrooms temporarily so neighborhood access evaporated,"['AFFORDABILITY', 'CHILDCARE_ACCESS']",True,True,False,True,False,False,False
R01204,household,2,February 2024,AL,30-60k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. My split shift schedule never aligns with the center's hours, so coverage falls apart.",short staffing means inconsistent caregivers unpredictable schedules us my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01205,provider,2,February 2024,PA,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],True,False,False,False,True,False,True
